#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,SMILES,MNXM_ID,chebi_id,kegg_id,metMetaNetXID_new,standard_smiles,inchikey0
,acetate[c],acetate,,bigg.metabolite/ac;chebi/CHEBI:30089;kegg.compound/C00033;metanetx.chemical/MNXM26;sbo/SBO:0000247,C2H3O2,,c,s_0362,-1.0,CC(=O)[O-],MNXM26,CHEBI:30089,C00033,,CC(=O)[O-],QTBSBXVTEAMEQO
,acetate[er],acetate,,bigg.metabolite/ac;chebi/CHEBI:30089;kegg.compound/C00033;metanetx.chemical/MNXM26;sbo/SBO:0000247,C2H3O2,,er,s_0363,-1.0,CC(=O)[O-],MNXM26,CHEBI:30089,C00033,,CC(=O)[O-],QTBSBXVTEAMEQO
,acetate[e],acetate,,bigg.metabolite/ac;chebi/CHEBI:30089;kegg.compound/C00033;metanetx.chemical/MNXM26;sbo/SBO:0000247,C2H3O2,,e,s_0364,-1.0,CC(=O)[O-],MNXM26,CHEBI:30089,C00033,,CC(=O)[O-],QTBSBXVTEAMEQO
,acetate[m],acetate,,bigg.metabolite/ac;chebi/CHEBI:30089;kegg.compound/C00033;metanetx.chemical/MNXM26;sbo/SBO:0000247,C2H3O2,,m,s_0365,-1.0,CC(=O)[O-],MNXM26,CHEBI:30089,C00033,,CC(=O)[O-],QTBSBXVTEAMEQO
,acetate[n],acetate,,bigg.metabolite/ac;chebi/CHEBI:30089;kegg.compound/C00033;metanetx.chemical/MNXM26;sbo/SBO:0000247,C2H3O2,,n,s_0366,-1.0,CC(=O)[O-],MNXM26,CHEBI:30089,C00033,,CC(=O)[O-],QTBSBXVTEAMEQO
,acetoacetyl-CoA[c],acetoacetyl-CoA,,bigg.metabolite/aacoa;chebi/CHEBI:57286;kegg.compound/C00332;metanetx.chemical/MNXM133;sbo/SBO:0000247,C25H36N7O18P3S,,c,s_0367,-4.0,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM133,CHEBI:57286,C00332,MNXM725926,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,OJFDKHTZOUZBOS
,acetoacetyl-CoA[m],acetoacetyl-CoA,,bigg.metabolite/aacoa;chebi/CHEBI:57286;kegg.compound/C00332;metanetx.chemical/MNXM133;sbo/SBO:0000247,C25H36N7O18P3S,,m,s_0370,-4.0,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM133,CHEBI:57286,C00332,MNXM725926,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,OJFDKHTZOUZBOS
,acetyl-ACP[m],acetyl-ACP,,bigg.metabolite/acACP;chebi/CHEBI:17093;kegg.compound/C03939;metanetx.chemical/MNXM1269;sbo/SBO:0000247,C2H3OSR,,m,s_0372,0.0,,MNXM1269,CHEBI:17093,C03939,MNXM727672,,
,acetyl-CoA[c],acetyl-CoA,,bigg.metabolite/accoa;chebi/CHEBI:57288;kegg.compound/C00024;metanetx.chemical/MNXM21;sbo/SBO:0000247,C23H34N7O17P3S,,c,s_0373,-4.0,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM21,CHEBI:57288,C00024,MNXM732448,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,ZSLZBFCDCINBPY
,acetyl-CoA[m],acetyl-CoA,,bigg.metabolite/accoa;chebi/CHEBI:57288;kegg.compound/C00024;metanetx.chemical/MNXM21;sbo/SBO:0000247,C23H34N7O17P3S,,m,s_0376,-4.0,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM21,CHEBI:57288,C00024,MNXM732448,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,ZSLZBFCDCINBPY
,acetyl-CoA[n],acetyl-CoA,,bigg.metabolite/accoa;chebi/CHEBI:57288;kegg.compound/C00024;metanetx.chemical/MNXM21;sbo/SBO:0000247,C23H34N7O17P3S,,n,s_0377,-4.0,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM21,CHEBI:57288,C00024,MNXM732448,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,ZSLZBFCDCINBPY
,acetyl-CoA[p],acetyl-CoA,,bigg.metabolite/accoa;chebi/CHEBI:57288;kegg.compound/C00024;metanetx.chemical/MNXM21;sbo/SBO:0000247,C23H34N7O17P3S,,p,s_0378,-4.0,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,MNXM21,CHEBI:57288,C00024,MNXM732448,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,ZSLZBFCDCINBPY
,adenine[c],adenine,,bigg.metabolite/ade;chebi/CHEBI:16708;kegg.compound/C00147;metanetx.chemical/MNXM168;sbo/SBO:0000247,C5H5N5,,c,s_0383,0.0,Nc1ncnc2nc[nH]c12,MNXM168,CHEBI:16708,C00147,,Nc1ncnc2nc[nH]c12,GFFGJBXGBJISGV
,adenine[e],adenine,,bigg.metabolite/ade;chebi/CHEBI:16708;kegg.compound/C00147;metanetx.chemical/MNXM168;sbo/SBO:0000247,C5H5N5,,e,s_0384,0.0,Nc1ncnc2nc[nH]c12,MNXM168,CHEBI:16708,C00147,,Nc1ncnc2nc[nH]c12,GFFGJBXGBJISGV
,adenine[m],adenine,,bigg.metabolite/ade;chebi/CHEBI:16708;kegg.compound/C00147;metanetx.chemical/MNXM168;sbo/SBO:0000247,C5H5N5,,m,s_0385,0.0,Nc1ncnc2nc[nH]c12,MNXM168,CHEBI:16708,C00147,,Nc1ncnc2nc[nH]c12,GFFGJBXGBJISGV
,adenosine[c],adenosine,,bigg.metabolite/adn;chebi/CHEBI:16335;kegg.compound/C00212;metanetx.chemical/MNXM212;sbo/SBO:0000247,C10H13N5O4,,c,s_0386,0.0,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,MNXM212,CHEBI:16335,C00212,MNXM1102182,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,OIRDTQYFTABQOQ
,adenosine[e],adenosine,,bigg.metabolite/adn;chebi/CHEBI:16335;kegg.compound/C00212;metanetx.chemical/MNXM212;sbo/SBO:0000247,C10H13N5O4,,e,s_0387,0.0,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,MNXM212,CHEBI:16335,C00212,MNXM1102182,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,OIRDTQYFTABQOQ
,adenosine 2'-phosphate[c],adenosine 2'-phosphate,,bigg.metabolite/amp2p;chebi/CHEBI:28223;kegg.compound/C00946;metanetx.chemical/MNXM7028;sbo/SBO:0000247,C10H12N5O7P,,c,s_0389,-2.0,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O,MNXM7028,CHEBI:28223,C00946,MNXM739538,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O,QDFHPFSBQFLLSW
,"adenosine 3',5'-bismonophosphate[c]","adenosine 3',5'-bismonophosphate",,bigg.metabolite/pap;chebi/CHEBI:58343;kegg.compound/C00054;metanetx.chemical/MNXM45;sbo/SBO:0000247,C10H11N5O10P2,,c,s_0390,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,MNXM45,CHEBI:58343,C00054,MNXM1103458,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,WHTCPDAXWFLDIH
,"adenosine 3',5'-bismonophosphate[e]","adenosine 3',5'-bismonophosphate",,bigg.metabolite/pap;chebi/CHEBI:58343;kegg.compound/C00054;metanetx.chemical/MNXM45;sbo/SBO:0000247,C10H11N5O10P2,,e,s_0391,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,MNXM45,CHEBI:58343,C00054,MNXM1103458,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,WHTCPDAXWFLDIH
,"adenosine 3',5'-bismonophosphate[m]","adenosine 3',5'-bismonophosphate",,bigg.metabolite/pap;chebi/CHEBI:58343;kegg.compound/C00054;metanetx.chemical/MNXM45;sbo/SBO:0000247,C10H11N5O10P2,,m,s_0392,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,MNXM45,CHEBI:58343,C00054,MNXM1103458,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,WHTCPDAXWFLDIH
,adenylo-succinate[c],adenylo-succinate,,bigg.metabolite/dcamp;chebi/CHEBI:57567;kegg.compound/C03794;metanetx.chemical/MNXM565;sbo/SBO:0000247,C14H14N5O11P,,c,s_0393,-4.0,O=C([O-])CC(Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O)C(=O)[O-],MNXM565,CHEBI:57567,C03794,MNXM1103622,O=C([O-])CC(Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O)C(=O)[O-],OFBHPPMPBOJXRT
,ADP[c],ADP,,bigg.metabolite/adp;chebi/CHEBI:456216;kegg.compound/C00008;metanetx.chemical/MNXM7;sbo/SBO:0000247,C10H12N5O10P2,,c,s_0394,-3.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM7,CHEBI:456216,C00008,MNXM40333,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,XTWYTFMLZFPYCI
,ADP[er],ADP,,bigg.metabolite/adp;chebi/CHEBI:456216;kegg.compound/C00008;metanetx.chemical/MNXM7;sbo/SBO:0000247,C10H12N5O10P2,,er,s_0395,-3.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM7,CHEBI:456216,C00008,MNXM40333,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,XTWYTFMLZFPYCI
,ADP[m],ADP,,bigg.metabolite/adp;chebi/CHEBI:456216;kegg.compound/C00008;metanetx.chemical/MNXM7;sbo/SBO:0000247,C10H12N5O10P2,,m,s_0397,-3.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM7,CHEBI:456216,C00008,MNXM40333,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,XTWYTFMLZFPYCI
,ADP[n],ADP,,bigg.metabolite/adp;chebi/CHEBI:456216;kegg.compound/C00008;metanetx.chemical/MNXM7;sbo/SBO:0000247,C10H12N5O10P2,,n,s_0398,-3.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM7,CHEBI:456216,C00008,MNXM40333,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,XTWYTFMLZFPYCI
,ADP[p],ADP,,bigg.metabolite/adp;chebi/CHEBI:456216;kegg.compound/C00008;metanetx.chemical/MNXM7;sbo/SBO:0000247,C10H12N5O10P2,,p,s_0399,-3.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM7,CHEBI:456216,C00008,MNXM40333,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,XTWYTFMLZFPYCI
,ADP-ribose[n],ADP-ribose,,bigg.metabolite/adprib;chebi/CHEBI:57967;kegg.compound/C00301;metanetx.chemical/MNXM48596;sbo/SBO:0000247,C15H21N5O14P2,,n,s_0402,-2.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O,MNXM48596,CHEBI:57967,C00301,MNXM737046,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O,SRNWOUGRCWSEMX
,AICAR[c],AICAR,,bigg.metabolite/aicar;chebi/CHEBI:58475;kegg.compound/C04677;metanetx.chemical/MNXM365;sbo/SBO:0000247,C9H13N4O8P,,c,s_0403,-2.0,NC(=O)c1ncn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c1N,MNXM365,CHEBI:58475,C04677,MNXM1103365,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1N,NOTGFIUVDGNKRI
,Ala-tRNA(Ala)[c],Ala-tRNA(Ala),,bigg.metabolite/alatrna;chebi/CHEBI:17732;kegg.compound/C00886;metanetx.chemical/MNXM89815;sbo/SBO:0000247,C3H7NOR,,c,s_0404,1.0,,MNXM89815,CHEBI:17732,C00886,MNXM741209,,
,allantoate[c],allantoate,,bigg.metabolite/alltt;chebi/CHEBI:17536;kegg.compound/C00499;metanetx.chemical/MNXM584;sbo/SBO:0000247,C4H7N4O4,,c,s_0405,-1.0,NC(=O)NC(NC(N)=O)C(=O)[O-],MNXM584,CHEBI:17536,C00499,,NC(=O)NC(NC(N)=O)C(=O)[O-],NUCLJNSWZCHRKL
,allantoate[e],allantoate,,bigg.metabolite/alltt;chebi/CHEBI:17536;kegg.compound/C00499;metanetx.chemical/MNXM584;sbo/SBO:0000247,C4H7N4O4,,e,s_0406,-1.0,NC(=O)NC(NC(N)=O)C(=O)[O-],MNXM584,CHEBI:17536,C00499,,NC(=O)NC(NC(N)=O)C(=O)[O-],NUCLJNSWZCHRKL
,allantoin[c],allantoin,,bigg.metabolite/alltn;chebi/CHEBI:15676;kegg.compound/C01551;metanetx.chemical/MNXM612;sbo/SBO:0000247,C4H6N4O3,,c,s_0407,0.0,NC(=O)NC1NC(=O)NC1=O,MNXM612,CHEBI:15676,C01551,MNXM738834,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB
,allantoin[e],allantoin,,bigg.metabolite/alltn;chebi/CHEBI:15676;kegg.compound/C01551;metanetx.chemical/MNXM612;sbo/SBO:0000247,C4H6N4O3,,e,s_0408,0.0,NC(=O)NC1NC(=O)NC1=O,MNXM612,CHEBI:15676,C01551,MNXM738834,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB
,"alpha,alpha-trehalose 6-phosphate[c]","alpha,alpha-trehalose 6-phosphate",,bigg.metabolite/tre6p;chebi/CHEBI:58429;kegg.compound/C00689;metanetx.chemical/MNXM448;sbo/SBO:0000247,C12H21O14P,,c,s_0409,-2.0,O=P(O)(O)OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,MNXM448,CHEBI:58429,C00689,,O=P(O)(O)OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,LABSPYBHMPDTEL
,alpha-D-galactose 1-phosphate[c],alpha-D-galactose 1-phosphate,,bigg.metabolite/gal1p;chebi/CHEBI:58336;kegg.compound/C00446;metanetx.chemical/MNXM336;sbo/SBO:0000247,C6H11O9P,,c,s_0410,-2.0,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,MNXM336,CHEBI:58336,C00446,MNXM734385,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,HXXFSFRBOHSIMQ
,alpha-D-glucosamine 1-phosphate[c],alpha-D-glucosamine 1-phosphate,,bigg.metabolite/gam1p;chebi/CHEBI:58516;kegg.compound/C06156;metanetx.chemical/MNXM969;sbo/SBO:0000247,C6H13NO8P,,c,s_0411,-1.0,NC1C(OP(=O)(O)O)OC(CO)C(O)C1O,MNXM969,CHEBI:58516,C06156,MNXM1104944,NC1C(OP(=O)(O)O)OC(CO)C(O)C1O,YMJBYRVFGYXULK
,alpha-D-glucosamine 6-phosphate[c],alpha-D-glucosamine 6-phosphate,,bigg.metabolite/gam6p;chebi/CHEBI:15873;kegg.compound/C00352;metanetx.chemical/MNXM370;sbo/SBO:0000247,C6H13NO8P,,c,s_0412,-1.0,NC1C(O)OC(COP(=O)(O)O)C(O)C1O,MNXM370,CHEBI:15873,C00352,MNXM730219,NC1C(O)OC(COP(=O)(O)O)C(O)C1O,XHMJOUIAFHJHBW
,alpha-D-glucosamine 6-phosphate[e],alpha-D-glucosamine 6-phosphate,,bigg.metabolite/gam6p;chebi/CHEBI:15873;kegg.compound/C00352;metanetx.chemical/MNXM370;sbo/SBO:0000247,C6H13NO8P,,e,s_0413,-1.0,NC1C(O)OC(COP(=O)(O)O)C(O)C1O,MNXM370,CHEBI:15873,C00352,MNXM730219,NC1C(O)OC(COP(=O)(O)O)C(O)C1O,XHMJOUIAFHJHBW
,alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[g],alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol,,chebi/CHEBI:28067;kegg.compound/C05861;metanetx.chemical/MNXM41231;sbo/SBO:0000247,C48H84N2O27P2,,g,s_0414,0.0,,MNXM41231,CHEBI:28067,C05861,MNXM726443,,
,alpha-D-ribose 1-phosphate(2-)[c],alpha-D-ribose 1-phosphate(2-),,bigg.metabolite/r1p;chebi/CHEBI:57720;kegg.compound/C00620;metanetx.chemical/MNXM295;sbo/SBO:0000247,C5H9O8P,,c,s_0415,-2.0,O=P([O-])([O-])OC1OC(CO)C(O)C1O,MNXM295,CHEBI:57720,C00620,MNXM1103205,O=P([O-])([O-])OC1OC(CO)C(O)C1O,YXJDFQJKERBOBM
,alpha-D-ribose 1-phosphate(2-)[m],alpha-D-ribose 1-phosphate(2-),,bigg.metabolite/r1p;chebi/CHEBI:57720;kegg.compound/C00620;metanetx.chemical/MNXM295;sbo/SBO:0000247,C5H9O8P,,m,s_0416,-2.0,O=P([O-])([O-])OC1OC(CO)C(O)C1O,MNXM295,CHEBI:57720,C00620,MNXM1103205,O=P([O-])([O-])OC1OC(CO)C(O)C1O,YXJDFQJKERBOBM
,aminoacetaldehyde[c],aminoacetaldehyde,,bigg.metabolite/aacald;chebi/CHEBI:58213;kegg.compound/C06735;metanetx.chemical/MNXM2212;sbo/SBO:0000247,C2H6NO,,c,s_0417,1.0,NCC=O,MNXM2212,CHEBI:58213,C06735,,NCC=O,LYIIBVSRGJSHAV
,aminoacetone[c],aminoacetone,,bigg.metabolite/aact;chebi/CHEBI:58320;kegg.compound/C01888;metanetx.chemical/MNXM1106;sbo/SBO:0000247,C3H8NO,,c,s_0418,1.0,CC(=O)CN,MNXM1106,CHEBI:58320,C01888,,CC(=O)CN,BCDGQXUMWHRQCB
,ammonium[c],ammonium,,bigg.metabolite/nh4;chebi/CHEBI:28938;kegg.compound/C01342;metanetx.chemical/MNXM15;sbo/SBO:0000247,H4N,,c,s_0419,1.0,[NH4+],MNXM15,CHEBI:28938,C01342,MNXM729302,[NH4+],QGZKDVFQNNGYKY
,ammonium[e],ammonium,,bigg.metabolite/nh4;chebi/CHEBI:28938;kegg.compound/C01342;metanetx.chemical/MNXM15;sbo/SBO:0000247,H4N,,e,s_0420,1.0,[NH4+],MNXM15,CHEBI:28938,C01342,MNXM729302,[NH4+],QGZKDVFQNNGYKY
,ammonium[m],ammonium,,bigg.metabolite/nh4;chebi/CHEBI:28938;kegg.compound/C01342;metanetx.chemical/MNXM15;sbo/SBO:0000247,H4N,,m,s_0421,1.0,[NH4+],MNXM15,CHEBI:28938,C01342,MNXM729302,[NH4+],QGZKDVFQNNGYKY
,AMP[c],AMP,,bigg.metabolite/amp;chebi/CHEBI:456215;kegg.compound/C00020;metanetx.chemical/MNXM14;sbo/SBO:0000247,C10H12N5O7P,,c,s_0423,-2.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,MNXM14,CHEBI:456215,C00020,MNXM728294,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,UDMBCSSLTHHNCD
,AMP[m],AMP,,bigg.metabolite/amp;chebi/CHEBI:456215;kegg.compound/C00020;metanetx.chemical/MNXM14;sbo/SBO:0000247,C10H12N5O7P,,m,s_0424,-2.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,MNXM14,CHEBI:456215,C00020,MNXM728294,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,UDMBCSSLTHHNCD
,AMP[n],AMP,,bigg.metabolite/amp;chebi/CHEBI:456215;kegg.compound/C00020;metanetx.chemical/MNXM14;sbo/SBO:0000247,C10H12N5O7P,,n,s_0425,-2.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,MNXM14,CHEBI:456215,C00020,MNXM728294,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,UDMBCSSLTHHNCD
,AMP[p],AMP,,bigg.metabolite/amp;chebi/CHEBI:456215;kegg.compound/C00020;metanetx.chemical/MNXM14;sbo/SBO:0000247,C10H12N5O7P,,p,s_0426,-2.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,MNXM14,CHEBI:456215,C00020,MNXM728294,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,UDMBCSSLTHHNCD
,anthranilate[c],anthranilate,,bigg.metabolite/anth;chebi/CHEBI:16567;kegg.compound/C00108;metanetx.chemical/MNXM188;sbo/SBO:0000247,C7H6NO2,,c,s_0427,-1.0,Nc1ccccc1C(=O)O,MNXM188,CHEBI:16567,C00108,,Nc1ccccc1C(=O)O,RWZYAGGXGHYGMB
,Arg-tRNA(Arg)[c],Arg-tRNA(Arg),,bigg.metabolite/argtrna;chebi/CHEBI:18366;kegg.compound/C02163;metanetx.chemical/MNXM89870;sbo/SBO:0000247,C6H15N4OR,,c,s_0428,2.0,,MNXM89870,CHEBI:18366,C02163,MNXM741228,,
,Arg-tRNA(Arg)[m],Arg-tRNA(Arg),,bigg.metabolite/argtrna;chebi/CHEBI:18366;kegg.compound/C02163;metanetx.chemical/MNXM89870;sbo/SBO:0000247,C6H15N4OR,,m,s_0429,2.0,,MNXM89870,CHEBI:18366,C02163,MNXM741228,,
,Asn-tRNA(Asn)[c],Asn-tRNA(Asn),,bigg.metabolite/asntrna;chebi/CHEBI:29265;kegg.compound/C03402;metanetx.chemical/MNXM89761;sbo/SBO:0000247,C4H8N2O2R,,c,s_0430,1.0,,MNXM89761,CHEBI:29265,C03402,MNXM741176,,
,Asn-tRNA(Asn)[m],Asn-tRNA(Asn),,bigg.metabolite/asntrna;chebi/CHEBI:29265;kegg.compound/C03402;metanetx.chemical/MNXM89761;sbo/SBO:0000247,C4H8N2O2R,,m,s_0431,1.0,,MNXM89761,CHEBI:29265,C03402,MNXM741176,,
,Asp-tRNA(Asp)[c],Asp-tRNA(Asp),,bigg.metabolite/asptrna;chebi/CHEBI:29158;kegg.compound/C02984;metanetx.chemical/MNXM164570;sbo/SBO:0000247,C4H6NO3R,,c,s_0432,0.0,,MNXM164570,CHEBI:29158,C02984,,,
,Asp-tRNA(Asp)[m],Asp-tRNA(Asp),,bigg.metabolite/asptrna;chebi/CHEBI:29158;kegg.compound/C02984;metanetx.chemical/MNXM164570;sbo/SBO:0000247,C4H6NO3R,,m,s_0433,0.0,,MNXM164570,CHEBI:29158,C02984,,,
,ATP[c],ATP,,bigg.metabolite/atp;chebi/CHEBI:30616;kegg.compound/C00002;metanetx.chemical/MNXM3;sbo/SBO:0000247,C10H12N5O13P3,,c,s_0434,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM3,CHEBI:30616,C00002,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,ZKHQWZAMYRWXGA
,ATP[er],ATP,,bigg.metabolite/atp;chebi/CHEBI:30616;kegg.compound/C00002;metanetx.chemical/MNXM3;sbo/SBO:0000247,C10H12N5O13P3,,er,s_0435,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM3,CHEBI:30616,C00002,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,ZKHQWZAMYRWXGA
,ATP[m],ATP,,bigg.metabolite/atp;chebi/CHEBI:30616;kegg.compound/C00002;metanetx.chemical/MNXM3;sbo/SBO:0000247,C10H12N5O13P3,,m,s_0437,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM3,CHEBI:30616,C00002,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,ZKHQWZAMYRWXGA
,ATP[n],ATP,,bigg.metabolite/atp;chebi/CHEBI:30616;kegg.compound/C00002;metanetx.chemical/MNXM3;sbo/SBO:0000247,C10H12N5O13P3,,n,s_0438,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM3,CHEBI:30616,C00002,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,ZKHQWZAMYRWXGA
,ATP[p],ATP,,bigg.metabolite/atp;chebi/CHEBI:30616;kegg.compound/C00002;metanetx.chemical/MNXM3;sbo/SBO:0000247,C10H12N5O13P3,,p,s_0439,-4.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM3,CHEBI:30616,C00002,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,ZKHQWZAMYRWXGA
,beta-alanine[c],beta-alanine,,bigg.metabolite/ala_B;chebi/CHEBI:16958;kegg.compound/C00099;metanetx.chemical/MNXM144;sbo/SBO:0000247,C3H7NO2,,c,s_0441,0.0,NCCC(=O)O,MNXM144,CHEBI:16958,C00099,,NCCC(=O)O,UCMIRNVEIXFBKS
